15,14,13,12,11,10,9,8,7,6,5,4,3
0123456012345601,01234560123456,0123456012345,012345601234,01234560123,0123456012,012345601,01234560,0123456,012345,01234,0123,012
1234560123456012,12345601234560,1234560123456,123456012345,12345601234,1234560123,123456012,12345601,1234560,123456,12345,1234,123
2345601234560123,23456012345601,2345601234560,234560123456,23456012345,2345601234,234560123,23456012,2345601,234560,23456,2345,234
3456012345601234,34560123456012,3456012345601,345601234560,34560123456,3456012345,345601234,34560123,3456012,345601,34560,3456,345
4560123456012345,45601234560123,4560123456012,456012345601,45601234560,4560123456,456012345,45601234,4560123,456012,45601,4560,456
5601234560123456,56012345601234,5601234560123,560123456012,56012345601,5601234560,560123456,56012345,5601234,560123,56012,5601,560
6012345601234560,60123456012345,6012345601234,601234560123,60123456012,6012345601,601234560,60123456,6012345,601234,60123,6012,601
0246135024613502,02461350246135,0246135024613,024613502461,02461350246,0246135024,024613502,02461350,0246135,024613,02461,0246,024
1350246135024613,13502461350246,1350246135024,135024613502,13502461350,1350246135,135024613,13502461,1350246,135024,13502,1350,135
2461350246135024,24613502461350,2461350246135,246135024613,24613502461,2461350246,246135024,24613502,2461350,246135,24613,2461,246
3502461350246135,35024613502461,3502461350246,350246135024,35024613502,3502461350,350246135,35024613,3502461,350246,35024,3502,350
4613502461350246,46135024613502,4613502461350,461350246135,46135024613,4613502461,461350246,46135024,4613502,461350,46135,4613,461
5024613502461350,50246135024613,5024613502461,502461350246,50246135024,5024613502,502461350,50246135,5024613,502461,50246,5024,502
6135024613502461,61350246135024,6135024613502,613502461350,61350246135,6135024613,613502461,61350246,6135024,613502,61350,6135,613
0362514036251403,03625140362514,0362514036251,036251403625,03625140362,0362514036,036251403,03625140,0362514,036251,03625,0362,036
1403625140362514,14036251403625,1403625140362,140362514036,14036251403,1403625140,140362514,14036251,1403625,140362,14036,1403,140
2514036251403625,25140362514036,2514036251403,251403625140,25140362514,2514036251,251403625,25140362,2514036,251403,25140,2514,251
3625140362514036,36251403625140,3625140362514,362514036251,36251403625,3625140362,362514036,36251403,3625140,362514,36251,3625,362
4036251403625140,40362514036251,4036251403625,403625140362,40362514036,4036251403,403625140,40362514,4036251,403625,40362,4036,403
5140362514036251,51403625140362,5140362514036,514036251403,51403625140,5140362514,514036251,51403625,5140362,514036,51403,5140,514
6251403625140362,62514036251403,6251403625140,625140362514,62514036251,6251403625,625140362,62514036,6251403,625140,62514,6251,625
0415263041526304,04152630415263,0415263041526,041526304152,04152630415,0415263041,041526304,04152630,0415263,041526,04152,0415,041
1526304152630415,15263041526304,1526304152630,152630415263,15263041526,1526304152,152630415,15263041,1526304,152630,15263,1526,152
2630415263041526,26304152630415,2630415263041,263041526304,26304152630,2630415263,263041526,26304152,2630415,263041,26304,2630,263
3041526304152630,30415263041526,3041526304152,304152630415,30415263041,3041526304,304152630,30415263,3041526,304152,30415,3041,304
4152630415263041,41526304152630,4152630415263,415263041526,41526304152,4152630415,415263041,41526304,4152630,415263,41526,4152,415
5263041526304152,52630415263041,5263041526304,526304152630,52630415263,5263041526,526304152,52630415,5263041,526304,52630,5263,526
6304152630415263,63041526304152,6304152630415,630415263041,63041526304,6304152630,630415263,63041526,6304152,630415,63041,6304,630
0531642053164205,05316420531642,0531642053164,053164205316,05316420531,0531642053,053164205,05316420,0531642,053164,05316,0531,053
1642053164205316,16420531642053,1642053164205,164205316420,16420531642,1642053164,164205316,16420531,1642053,164205,16420,1642,164
2053164205316420,20531642053164,2053164205316,205316420531,20531642053,2053164205,205316420,20531642,2053164,205316,20531,2053,205
3164205316420531,31642053164205,3164205316420,316420531642,31642053164,3164205316,316420531,31642053,3164205,316420,31642,3164,316
4205316420531642,42053164205316,4205316420531,420531642053,42053164205,4205316420,420531642,42053164,4205316,420531,42053,4205,420
5316420531642053,53164205316420,5316420531642,531642053164,53164205316,5316420531,531642053,53164205,5316420,531642,53164,5316,531
6420531642053164,64205316420531,6420531642053,642053164205,64205316420,6420531642,642053164,64205316,6420531,642053,64205,6420,642
0654321065432106,06543210654321,0654321065432,065432106543,06543210654,0654321065,065432106,06543210,0654321,065432,06543,0654,065
1065432106543210,10654321065432,1065432106543,106543210654,10654321065,1065432106,106543210,10654321,1065432,106543,10654,1065,106
2106543210654321,21065432106543,2106543210654,210654321065,21065432106,2106543210,210654321,21065432,2106543,210654,21065,2106,210
3210654321065432,32106543210654,3210654321065,321065432106,32106543210,3210654321,321065432,32106543,3210654,321065,32106,3210,321
4321065432106543,43210654321065,4321065432106,432106543210,43210654321,4321065432,432106543,43210654,4321065,432106,43210,4321,432
5432106543210654,54321065432106,5432106543210,543210654321,54321065432,5432106543,543210654,54321065,5432106,543210,54321,5432,543
6543210654321065,65432106543210,6543210654321,654321065432,65432106543,6543210654,654321065,65432106,6543210,654321,65432,6543,654
0142241014224101,01422410142241,0142241014224,014224101422,01422410142,0142241014,014224101,01422410,0142241,014224,01422,0142,014
1253352125335212,12533521253352,1253352125335,125335212533,12533521253,1253352125,125335212,12533521,1253352,125335,12533,1253,125
2364463236446323,23644632364463,2364463236446,236446323644,23644632364,2364463236,236446323,23644632,2364463,236446,23644,2364,236
3405504340550434,34055043405504,3405504340550,340550434055,34055043405,3405504340,340550434,34055043,3405504,340550,34055,3405,340
4516615451661545,45166154516615,4516615451661,451661545166,45166154516,4516615451,451661545,45166154,4516615,451661,45166,4516,451
5620026562002656,56200265620026,5620026562002,562002656200,56200265620,5620026562,562002656,56200265,5620026,562002,56200,5620,562
6031130603113060,60311306031130,6031130603113,603113060311,60311306031,6031130603,603113060,60311306,6031130,603113,60311,6031,603
0265620026562002,02656200265620,0265620026562,026562002656,02656200265,0265620026,026562002,02656200,0265620,026562,02656,0265,026
1306031130603113,13060311306031,1306031130603,130603113060,13060311306,1306031130,130603113,13060311,1306031,130603,13060,1306,130
2410142241014224,24101422410142,2410142241014,241014224101,24101422410,2410142241,241014224,24101422,2410142,241014,24101,2410,241
3521253352125335,35212533521253,3521253352125,352125335212,35212533521,3521253352,352125335,35212533,3521253,352125,35212,3521,352
4632364463236446,46323644632364,4632364463236,463236446323,46323644632,4632364463,463236446,46323644,4632364,463236,46323,4632,463
5043405504340550,50434055043405,5043405504340,504340550434,50434055043,5043405504,504340550,50434055,5043405,504340,50434,5043,504
6154516615451661,61545166154516,6154516615451,615451661545,61545166154,6154516615,615451661,61545166,6154516,615451,61545,6154,615
0311306031130603,03113060311306,0311306031130,031130603113,03113060311,0311306031,031130603,03113060,0311306,031130,03113,0311,031
1422410142241014,14224101422410,1422410142241,142241014224,14224101422,1422410142,142241014,14224101,1422410,142241,14224,1422,142
2533521253352125,25335212533521,2533521253352,253352125335,25335212533,2533521253,253352125,25335212,2533521,253352,25335,2533,253
