15,14,13,12,11,10,9,8,7,6,5,4,3
0123401234012340,01234012340123,0123401234012,012340123401,01234012340,0123401234,012340123,01234012,0123401,012340,01234,0123,012
1234012340123401,12340123401234,1234012340123,123401234012,12340123401,1234012340,123401234,12340123,1234012,123401,12340,1234,123
2340123401234012,23401234012340,2340123401234,234012340123,23401234012,2340123401,234012340,23401234,2340123,234012,23401,2340,234
3401234012340123,34012340123401,3401234012340,340123401234,34012340123,3401234012,340123401,34012340,3401234,340123,34012,3401,340
4012340123401234,40123401234012,4012340123401,401234012340,40123401234,4012340123,401234012,40123401,4012340,401234,40123,4012,401
0241302413024130,02413024130241,0241302413024,024130241302,02413024130,0241302413,024130241,02413024,0241302,024130,02413,0241,024
1302413024130241,13024130241302,1302413024130,130241302413,13024130241,1302413024,130241302,13024130,1302413,130241,13024,1302,130
2413024130241302,24130241302413,2413024130241,241302413024,24130241302,2413024130,241302413,24130241,2413024,241302,24130,2413,241
3024130241302413,30241302413024,3024130241302,302413024130,30241302413,3024130241,302413024,30241302,3024130,302413,30241,3024,302
4130241302413024,41302413024130,4130241302413,413024130241,41302413024,4130241302,413024130,41302413,4130241,413024,41302,4130,413
0314203142031420,03142031420314,0314203142031,031420314203,03142031420,0314203142,031420314,03142031,0314203,031420,03142,0314,031
1420314203142031,14203142031420,1420314203142,142031420314,14203142031,1420314203,142031420,14203142,1420314,142031,14203,1420,142
2031420314203142,20314203142031,2031420314203,203142031420,20314203142,2031420314,203142031,20314203,2031420,203142,20314,2031,203
3142031420314203,31420314203142,3142031420314,314203142031,31420314203,3142031420,314203142,31420314,3142031,314203,31420,3142,314
4203142031420314,42031420314203,4203142031420,420314203142,42031420314,4203142031,420314203,42031420,4203142,420314,42031,4203,420
0432104321043210,04321043210432,0432104321043,043210432104,04321043210,0432104321,043210432,04321043,0432104,043210,04321,0432,043
1043210432104321,10432104321043,1043210432104,104321043210,10432104321,1043210432,104321043,10432104,1043210,104321,10432,1043,104
2104321043210432,21043210432104,2104321043210,210432104321,21043210432,2104321043,210432104,21043210,2104321,210432,21043,2104,210
3210432104321043,32104321043210,3210432104321,321043210432,32104321043,3210432104,321043210,32104321,3210432,321043,32104,3210,321
4321043210432104,43210432104321,4321043210432,432104321043,43210432104,4321043210,432104321,43210432,4321043,432104,43210,4321,432
0144101441014410,01441014410144,0144101441014,014410144101,01441014410,0144101441,014410144,01441014,0144101,014410,01441,0144,014
1200212002120021,12002120021200,1200212002120,120021200212,12002120021,1200212002,120021200,12002120,1200212,120021,12002,1200,120
2311323113231132,23113231132311,2311323113231,231132311323,23113231132,2311323113,231132311,23113231,2311323,231132,23113,2311,231
3422434224342243,34224342243422,3422434224342,342243422434,34224342243,3422434224,342243422,34224342,3422434,342243,34224,3422,342
4033040330403304,40330403304033,4033040330403,403304033040,40330403304,4033040330,403304033,40330403,4033040,403304,40330,4033,403
0212002120021200,02120021200212,0212002120021,021200212002,02120021200,0212002120,021200212,02120021,0212002,021200,02120,0212,021
1323113231132311,13231132311323,1323113231132,132311323113,13231132311,1323113231,132311323,13231132,1323113,132311,13231,1323,132
2434224342243422,24342243422434,2434224342243,243422434224,24342243422,2434224342,243422434,24342243,2434224,243422,24342,2434,243
3040330403304033,30403304033040,3040330403304,304033040330,30403304033,3040330403,304033040,30403304,3040330,304033,30403,3040,304
4101441014410144,41014410144101,4101441014410,410144101441,41014410144,4101441014,410144101,41014410,4101441,410144,41014,4101,410
0330403304033040,03304033040330,0330403304033,033040330403,03304033040,0330403304,033040330,03304033,0330403,033040,03304,0330,033
1441014410144101,14410144101441,1441014410144,144101441014,14410144101,1441014410,144101441,14410144,1441014,144101,14410,1441,144
2002120021200212,20021200212002,2002120021200,200212002120,20021200212,2002120021,200212002,20021200,2002120,200212,20021,2002,200
3113231132311323,31132311323113,3113231132311,311323113231,31132311323,3113231132,311323113,31132311,3113231,311323,31132,3113,311
4224342243422434,42243422434224,4224342243422,422434224342,42243422434,4224342243,422434224,42243422,4224342,422434,42243,4224,422
0403304033040330,04033040330403,0403304033040,040330403304,04033040330,0403304033,040330403,04033040,0403304,040330,04033,0403,040
1014410144101441,10144101441014,1014410144101,101441014410,10144101441,1014410144,101441014,10144101,1014410,101441,10144,1014,101
2120021200212002,21200212002120,2120021200212,212002120021,21200212002,2120021200,212002120,21200212,2120021,212002,21200,2120,212
3231132311323113,32311323113231,3231132311323,323113231132,32311323113,3231132311,323113231,32311323,3231132,323113,32311,3231,323
4342243422434224,43422434224342,4342243422434,434224342243,43422434224,4342243422,434224342,43422434,4342243,434224,43422,4342,434
0021200212002120,00212002120021,0021200212002,002120021200,00212002120,0021200212,002120021,00212002,0021200,002120,00212,0021,002
1132311323113231,11323113231132,1132311323113,113231132311,11323113231,1132311323,113231132,11323113,1132311,113231,11323,1132,113
2243422434224342,22434224342243,2243422434224,224342243422,22434224342,2243422434,224342243,22434224,2243422,224342,22434,2243,224
3304033040330403,33040330403304,3304033040330,330403304033,33040330403,3304033040,330403304,33040330,3304033,330403,33040,3304,330
4410144101441014,44101441014410,4410144101441,441014410144,44101441014,4410144101,441014410,44101441,4410144,441014,44101,4410,441
0233202332023320,02332023320233,0233202332023,023320233202,02332023320,0233202332,023320233,02332023,0233202,023320,02332,0233,023
1344313443134431,13443134431344,1344313443134,134431344313,13443134431,1344313443,134431344,13443134,1344313,134431,13443,1344,134
2400424004240042,24004240042400,2400424004240,240042400424,24004240042,2400424004,240042400,24004240,2400424,240042,24004,2400,240
