acronym
Pglyrp1
Pglyrp1
Pglyrp1
Pglyrp1
Pglyrp1
Pglyrp1
Pglyrp1
Pglyrp1
Pglyrp1
Pglyrp1
Pglyrp1
Pglyrp1
Igfbp7
Igfbp7
Igfbp7
Igfbp7
Igfbp7
Fxyd1
Fxyd1
Fxyd1
Fxyd1
Fxyd1
Fxyd1
Fxyd1
Fxyd1
Fxyd1
Fxyd1
Dcn
Dcn
Dcn
Dcn
Dcn
Dcn
Dcn
Dcn
Dcn
Dcn
Dcn
Dcn
Dcn
Dcn
Myl9
Myl9
Myl9
Myl9
Myl9
Myl9
Myl9
Myl9
Myl9
Gnb3
Gnb3
Gnb3
Gnb3
Gnb3
Gnb3
Gnb3
Gnb3
Gnb3
Gnb3
Gnb3
Doc2g
Doc2g
Doc2g
Doc2g
Doc2g
Doc2g
Doc2g
Doc2g
Doc2g
Ctla2a
Ctla2a
Ctla2a
Ctla2a
Ctla2a
Ctla2a
Ctla2a
Ctla2a
Ctla2a
Ctla2a
Rarres2
Rarres2
Rarres2
Rarres2
Rarres2
Rarres2
Rarres2
Rarres2
Rarres2
Rarres2
Rarres2
Rarres2
Rarres2
Rarres2
Rgs5
Rgs5
Rgs5
Rgs5
Rgs5
Pltp
Pltp
Pltp
Pltp
Pltp
Pltp
Pltp
Pltp
Pltp
Pltp
Pltp
Pltp
Pltp
Pltp
Pltp
P2ry12
P2ry12
P2ry12
P2ry12
P2ry12
P2ry12
P2ry12
P2ry12
P2ry12
P2ry12
P2ry12
C1qb
C1qb
C1qb
C1qb
C1qb
C1qb
C1qb
C1qb
C1qb
C1qb
C1qb
Nmb
Nmb
Nmb
Nmb
Nmb
Nmb
Nmb
Nmb
Nmb
Nmb
Nmb
Nmb
Nmb
Nmb
Nmb
Tagln
Tagln
Tagln
Tagln
Tagln
Tagln
Tagln
Tagln
Tagln
Tagln
Tagln
Tagln
Tagln
Tagln
Tagln
Tagln
Tagln
Tagln
Tagln
Fcer1g
Fcer1g
Fcer1g
Fcer1g
Fcer1g
Fcer1g
Fcer1g
Fcer1g
Fcer1g
Fcer1g
Fcer1g
Fcer1g
Fcer1g
Fcer1g
C1qc
C1qc
C1qc
C1qc
C1qc
C1qc
C1qc
C1qc
C1qc
C1qc
C1qc
C1qc
Gltp
Gltp
Gltp
Gltp
Gltp
Gltp
Gltp
Gltp
Rras2
Rras2
Rras2
Rras2
Rras2
Rras2
Rras2
Rras2
Rras2
Rras2
Rras2
Rras2
Rras2
Rras2
Rras2
Rras2
Rras2
Rras2
Rras2
Rras2
Igfbp2
Igfbp2
Igfbp2
Igfbp2
Igfbp2
Igfbp2
Igfbp2
Igfbp2
Igfbp2
Higd1b
Higd1b
Higd1b
Higd1b
Higd1b
Higd1b
Higd1b
Higd1b
Higd1b
Higd1b
Higd1b
Opalin
Opalin
Opalin
Opalin
Opalin
Opalin
Opalin
Opalin
Opalin
Opalin
Opalin
Opalin
Sag
Sag
Sag
Sag
Sag
Sag
Sag
C1qa
C1qa
C1qa
C1qa
C1qa
C1qa
C1qa
C1qa
Hmgb2
Hmgb2
Hmgb2
Hmgb2
Hmgb2
Hmgb2
Hmgb2
Hmgb2
Hmgb2
Hmgb2
Hmgb2
Hmgb2
Hmgb2
Hmgb2
Hmgb2
Hmgb2
Hmgb2
Vim
Vim
Vim
Vim
Vim
Vim
Vim
Igfbp6
Igfbp6
Igfbp6
Igfbp6
Igfbp6
Igfbp6
Igfbp6
Igfbp6
Igfbp6
Igfbp6
Igfbp6
Igfbp6
Igfbp6
Olig1
Olig1
Olig1
Olig1
Olig1
Olig1
Olig1
Olig1
Olig1
Olig1
Klk6
Klk6
Klk6
Klk6
Klk6
Klk6
Klk6
Klk6
Klk6
Klk6
Klk6
Igf2
Igf2
Igf2
Igf2
Igf2
Igf2
Igf2
Igf2
Igf2
Igf2
Igf2
Igf2
Igf2
Igf2
Arpc1b
Arpc1b
Arpc1b
Arpc1b
Arpc1b
Arpc1b
Arpc1b
Arpc1b
Arpc1b
Qk
Qk
Qk
Qk
Qk
Qk
Qk
Qk
Qk
Qk
Qk
Foxj1
Foxj1
Foxj1
Foxj1
Foxj1
Foxj1
Foxj1
Foxj1
Foxj1
Foxj1
Foxj1
Foxj1
Foxj1
Foxj1
Foxj1
Foxj1
Foxj1
Foxj1
Foxj1
Fa2h
Fa2h
Fa2h
Fa2h
Fa2h
Fa2h
Fa2h
Fa2h
Fa2h
Fa2h
Fa2h
Fa2h
Cd9
Cd9
Cd9
Cd9
Cd9
Cd9
Cd9
Cd9
Cd9
